"","id","recclass","mass","fell_found","year","latitude","longitude","group","chondrite","type","lvl3","lvl4","lc_sample","weights"
"787",5164,"L6",38750,"Found",1971,-29.62917,116.48222,"L","Chondrite","Stony","Ordinary","L","2",0.064345060252235
"9665",56501,"L4",40.3,"Found",1979,19.81167,56.51194,"L","Chondrite","Stony","Ordinary","L","14",0.0286088486882495
"3493",10864,"H5",5116,"Found",1969,33.86333,-103.34667,"H","Chondrite","Stony","Ordinary","H","2",0.064345060252235
"3400.1",10124,"H5",97.7,"Found",1967,-30.81667,128.21667,"H","Chondrite","Stony","Ordinary","H","2",0.064345060252235
"4751.1",15426,"Pallasite, PMG",45000,"Fell",1902,61.5,30.5,"Main Group","Achondrite","Stony-Iron","Pallasite",NA,"0",1
"9701.3",56566,"Iron, IAB-ung",732,"Found",1979,42.318,-90.221,"Iron IAB","Achondrite","Iron","Non-magmatic","Primative","0",1
"694.2",5064,"L/LL4",330000,"Fell",1899,60.4,25.8,"LL","Chondrite","Stony","Ordinary","LL","0",1
"930.2",5323,"H5",27900,"Found",1964,31.33333,121.66667,"H","Chondrite","Stony","Ordinary","H","0",1
"4581.1",12757,"Iron",3.3,"Found",1904,-40.73333,146.96667,"Iron","Achondrite","Iron",NA,NA,"0",1
"6915.3",24330,"Iron, IAB-ung",48200,"Found",1953,42.34667,-90.1675,"Iron IAB","Achondrite","Iron","Non-magmatic","Primative","0",1
"4651.2",14708,"L6",25,"Fell",1894,38,-0.83333,"L","Chondrite","Stony","Ordinary","L","0",1
"4352.1",12245,"H5",1630,"Fell",1908,-7,115.5,"H","Chondrite","Stony","Ordinary","H","0",1
"5299.2",17986,"H4",1926,"Found",1960,46.5,30.76667,"H","Chondrite","Stony","Ordinary","H","0",1
"3290.1",7815,"Iron, ungrouped",2405,"Found",1921,26.28333,34.25,"Iron","Achondrite","Iron",NA,NA,"0",1
"6947",30359,"L6",262.5,"Found",1965,-32.03333,126.175,"L","Chondrite","Stony","Ordinary","L","2",0.064345060252235
"4020",11872,"Iron, IIIAB",2e+06,"Found",1931,-24.56667,133.16667,"Iron IIIAB","Achondrite","Iron","Magmatic","Siderite","14",0.0286088486882495
"4649.1",14705,"Iron, IIIAB",94800,"Found",1896,26.01667,-111.36667,"Iron IIIAB","Achondrite","Iron","Magmatic","Siderite","0",1
"2130",6541,"L4",4000,"Found",1986,29.865,11.69167,"L","Chondrite","Stony","Ordinary","L","14",0.0286088486882495
"9637",56473,"L6",271,"Found",1979,19.77472,55.6875,"L","Chondrite","Stony","Ordinary","L","14",0.0286088486882495
"596.1",4944,"OC",367,"Fell",1704,41.36667,2.16667,"Chondrite","Chondrite","Stony",NA,NA,"0",1
"6915.4",24330,"Iron, IAB-ung",48200,"Found",1953,42.34667,-90.1675,"Iron IAB","Achondrite","Iron","Non-magmatic","Primative","0",1
"861",5243,"CV3-an",55.1,"Found",1988,-30.31667,126.61667,"CV","Chondrite","Stony","Carbonaceous","CV-CK","14",0.0286088486882495
"5527",18897,"L",66,"Found",1973,29.9,-112.68333,"L","Chondrite","Stony","Ordinary","L","0",1
"5872.2",23128,"H6",56,"Fell",1973,33.48472,-117.6625,"H","Chondrite","Stony","Ordinary","H","0",1
"3552.2",11179,"H6",40,"Found",1936,66,-120,"H","Chondrite","Stony","Ordinary","H","0",1
"6764.2",24158,"H5",10800,"Fell",1950,56.13333,77.26667,"H","Chondrite","Stony","Ordinary","H","0",1
"4998.1",16896,"L6",1050,"Found",1982,42.83333,120.66667,"L","Chondrite","Stony","Ordinary","L","2",0.064345060252235
"5008",16907,"H6",529,"Fell",1984,32.11667,121.8,"H","Chondrite","Stony","Ordinary","H","0",1
"6915.5",24330,"Iron, IAB-ung",48200,"Found",1953,42.34667,-90.1675,"Iron IAB","Achondrite","Iron","Non-magmatic","Primative","0",1
