"","id","recclass","mass","fell_found","year","latitude","longitude","group","chondrite","type","lvl3","lvl4","lc_sample","weights"
"6202",23485,"Iron, IAB-MG",2200,"Found",1949,35.28333,-112.86667,"Iron IAB","Achondrite","Iron","Non-magmatic","Primative","13",0.0166285644122995
"3580.8",11208,"L6",8000,"Fell",1881,46.35,30.58333,"L","Chondrite","Stony","Ordinary","L","0",1
"6765.14",24159,"Iron, IAB-ung",7700,"Found",1953,34.25,-119.3,"Iron IAB","Achondrite","Iron","Non-magmatic","Primative","0",1
"4638.1",14694,"L6",564000,"Found",1891,39.93333,-99.6,"L","Chondrite","Stony","Ordinary","L","2",0.064345060252235
"9.11",10,"Acapulcoite",1914,"Fell",1976,16.88333,-99.9,"Acapulcoite","Achondrite","Stony","Primitive",NA,"0",1
"6750",24143,"H6",40,"Fell",1668,45.41667,11.13333,"H","Chondrite","Stony","Ordinary","H","1",0.0294975764627465
"694.7",5064,"L/LL4",330000,"Fell",1899,60.4,25.8,"LL","Chondrite","Stony","Ordinary","LL","0",1
"4034",11885,"L5",3060,"Found",1894,40.33333,-99.03333,"L","Chondrite","Stony","Ordinary","L","2",0.064345060252235
"6320.2",23604,"Mesosiderite-A4",1600,"Found",1907,-33.85,18.95,"Mesosiderite","Achondrite","Stony-Iron","Mesosiderite",NA,"1",0.0294975764627465
"792.7",5169,"H5",120000,"Fell",1919,5,48,"H","Chondrite","Stony","Ordinary","H","0",1
"931",5324,"H5",15300,"Found",1936,35.71667,-102.28333,"H","Chondrite","Stony","Ordinary","H","2",0.064345060252235
"4364.1",12259,"Iron, IAB-sLL",92100,"Found",1914,-31.6,25.8,"Iron IAB","Achondrite","Iron","Non-magmatic","Primative","2",0.064345060252235
"6454.1",23770,"H5",1760,"Found",1961,32.55,-100.41667,"H","Chondrite","Stony","Ordinary","H","2",0.064345060252235
"682",5051,"H5",488.1,"Fell",1984,-33.15639,115.67639,"H","Chondrite","Stony","Ordinary","H","1",0.0294975764627465
"4340.8",12232,"H4",950,"Fell",1951,-6.83333,29.5,"H","Chondrite","Stony","Ordinary","H","0",1
"3552.11",11179,"H6",40,"Found",1936,66,-120,"H","Chondrite","Stony","Ordinary","H","0",1
"792.8",5169,"H5",120000,"Fell",1919,5,48,"H","Chondrite","Stony","Ordinary","H","0",1
"3438",10162,"H5",52,"Found",1974,-29.58333,128.91667,"H","Chondrite","Stony","Ordinary","H","2",0.064345060252235
"4581.7",12757,"Iron",3.3,"Found",1904,-40.73333,146.96667,"Iron","Achondrite","Iron",NA,NA,"0",1
"6869",24249,"H4",150000,"Fell",1807,41.266667,-73.266667,"H","Chondrite","Stony","Ordinary","H","1",0.0294975764627465
"6736.8",24129,"Stone-uncl",1500,"Fell",1926,34.48333,133.28333,"Stony",NA,"Stony",NA,NA,"0",1
"5085.10",16990,"L4",283.5,"Found",1962,-37.31667,139.85,"L","Chondrite","Stony","Ordinary","L","0",1
"5302.9",17989,"L6",6000,"Fell",1855,58.5,23,"L","Chondrite","Stony","Ordinary","L","0",1
"4848",16697,"LL6",5500,"Fell",1952,32.33333,120.66667,"LL","Chondrite","Stony","Ordinary","LL","1",0.0294975764627465
"4800",15483,"H5",72.9,"Found",1969,-32.91667,141.88333,"H","Chondrite","Stony","Ordinary","H","2",0.064345060252235
"5909.12",23187,"H",695,"Fell",1688,34.71667,137.78333,"H","Chondrite","Stony","Ordinary","H","0",1
"4597",12770,"Iron, IIE",344,"Found",1964,29.6,103.7,"Iron IIE","Achondrite","Iron","Magmatic","Siderite","1",0.0294975764627465
"4811.9",15495,"L5",2405,"Fell",1955,38.18333,15.56667,"L","Chondrite","Stony","Ordinary","L","0",1
"3235.12",7754,"L6",2117,"Fell",1943,33.43333,127.26667,"L","Chondrite","Stony","Ordinary","L","0",1
"3235.13",7754,"L6",2117,"Fell",1943,33.43333,127.26667,"L","Chondrite","Stony","Ordinary","L","0",1
"9026",54566,"Iron, IIIAB",25000,"Found",1979,33.45,-111.51667,"Iron IIIAB","Achondrite","Iron","Magmatic","Siderite","2",0.064345060252235
"5909.13",23187,"H",695,"Fell",1688,34.71667,137.78333,"H","Chondrite","Stony","Ordinary","H","0",1
"4352.8",12245,"H5",1630,"Fell",1908,-7,115.5,"H","Chondrite","Stony","Ordinary","H","0",1
"910",5300,"H6",26210,"Found",1938,44.221494,-98.059192,"H","Chondrite","Stony","Ordinary","H","1",0.0294975764627465
"5020.12",16919,"LL6",375,"Found",1907,59.18333,12.21667,"LL","Chondrite","Stony","Ordinary","LL","0",1
"6859.2",24239,"H4",45000,"Found",1964,33.03333,-102.33333,"H","Chondrite","Stony","Ordinary","H","2",0.064345060252235
"4018.7",11870,"L3.7-6",6100,"Fell",1910,27.33333,35.66667,"L","Chondrite","Stony","Ordinary","L","0",1
"3552.12",11179,"H6",40,"Found",1936,66,-120,"H","Chondrite","Stony","Ordinary","H","0",1
"5086.1",16991,"L6",3200,"Found",1940,39.81667,-100.2,"L","Chondrite","Stony","Ordinary","L","2",0.064345060252235
"6736.9",24129,"Stone-uncl",1500,"Fell",1926,34.48333,133.28333,"Stony",NA,"Stony",NA,NA,"0",1
"31",32,"H3.7",192,"Found",1989,27.51667,3.83333,"H","Chondrite","Stony","Ordinary","H","14",0.0286088486882495
"4327",12219,"H4",71.6,"Found",1965,39.76667,62.51667,"H","Chondrite","Stony","Ordinary","H","1",0.0294975764627465
"4751.18",15426,"Pallasite, PMG",45000,"Fell",1902,61.5,30.5,"Main Group","Achondrite","Stony-Iron","Pallasite",NA,"0",1
"4788.1",15470,"H5",24750,"Fell",1915,-6.23333,106.88333,"H","Chondrite","Stony","Ordinary","H","1",0.0294975764627465
"5302.10",17989,"L6",6000,"Fell",1855,58.5,23,"L","Chondrite","Stony","Ordinary","L","0",1
"4480",12383,"H5",23,"Fell",1977,44.51667,39.3,"H","Chondrite","Stony","Ordinary","H","1",0.0294975764627465
"6736.10",24129,"Stone-uncl",1500,"Fell",1926,34.48333,133.28333,"Stony",NA,"Stony",NA,NA,"0",1
"528.3",2340,"H5",7450,"Fell",1950,-31.41667,-60.66667,"H","Chondrite","Stony","Ordinary","H","2",0.064345060252235
"5872.9",23128,"H6",56,"Fell",1973,33.48472,-117.6625,"H","Chondrite","Stony","Ordinary","H","0",1
"6761.8",24154,"LL6",1932,"Fell",1876,46.15,32.83333,"LL","Chondrite","Stony","Ordinary","LL","0",1
"5008.8",16907,"H6",529,"Fell",1984,32.11667,121.8,"H","Chondrite","Stony","Ordinary","H","0",1
"5658.7",22613,"H5",103.3,"Found",1960,50.94,-96.99167,"H","Chondrite","Stony","Ordinary","H","0",1
"2189",6628,"H4",127.9,"Found",1986,-30.47,128.745,"H","Chondrite","Stony","Ordinary","H","14",0.0286088486882495
"5748",22717,"H5",16.2,"Found",1969,34.21667,-103.5,"H","Chondrite","Stony","Ordinary","H","1",0.0294975764627465
"5688.1",22657,"L6",18.2,"Found",1973,33.71667,-103.65,"L","Chondrite","Stony","Ordinary","L","2",0.064345060252235
"4821.10",16633,"Iron",34,"Found",1960,44.75,-79.88333,"Iron","Achondrite","Iron",NA,NA,"0",1
"6726",24118,"L5",1700,"Fell",1966,13.46667,31.21667,"L","Chondrite","Stony","Ordinary","L","2",0.064345060252235
"5020.13",16919,"LL6",375,"Found",1907,59.18333,12.21667,"LL","Chondrite","Stony","Ordinary","LL","0",1
"9616",56452,"L5",1137,"Found",1979,19.7675,56.40333,"L","Chondrite","Stony","Ordinary","L","14",0.0286088486882495
"5370.13",18072,"H6",515,"Fell",1910,17.74333,120.45583,"H","Chondrite","Stony","Ordinary","H","0",1
"3272",7796,"Iron?",367,"Found",1979,-29.43333,-66.83333,"Iron","Achondrite","Iron",NA,NA,"2",0.064345060252235
"3580.9",11208,"L6",8000,"Fell",1881,46.35,30.58333,"L","Chondrite","Stony","Ordinary","L","0",1
"6424.10",23739,"H4/5",48000,"Found",1987,46.4,30.8,"H","Chondrite","Stony","Ordinary","H","0",1
"4366.1",12261,"H4",21800,"Found",1961,55.88333,64.3,"H","Chondrite","Stony","Ordinary","H","2",0.064345060252235
"412.1",422,"Iron, IIAB",80650,"Found",1907,42.6,-99.8,"Iron IIAB","Achondrite","Iron","Magmatic","Siderite","2",0.064345060252235
"4882.14",16738,"L6",8887.5,"Fell",1930,-40.975,145.6,"L","Chondrite","Stony","Ordinary","L","0",1
"5888.1",23165,"L6",5500,"Fell",1924,-33.9,-61.7,"L","Chondrite","Stony","Ordinary","L","2",0.064345060252235
"876.10",5261,"Iron, IVB",136000,"Found",1793,-33.5,26,"Iron IVB","Achondrite","Iron","Magmatic","Siderite","0",1
"1107",5512,"H6",30,"Found",1974,51.13889,-1.53611,"H","Chondrite","Stony","Ordinary","H","2",0.064345060252235
"4710",15380,"L6",400,"Fell",1935,-7.75,111.53333,"L","Chondrite","Stony","Ordinary","L","1",0.0294975764627465
"4031.10",11883,"H5",750,"Fell",1897,33.6,130.43333,"H","Chondrite","Stony","Ordinary","H","0",1
"4031.11",11883,"H5",750,"Fell",1897,33.6,130.43333,"H","Chondrite","Stony","Ordinary","H","0",1
"4388.12",12286,"H4",135000,"Fell",1850,38.98333,141.61667,"H","Chondrite","Stony","Ordinary","H","0",1
"3461.7",10835,"Iron",7.3,"Found",1849,32.7,128.85,"Iron","Achondrite","Iron",NA,NA,"0",1
"876.11",5261,"Iron, IVB",136000,"Found",1793,-33.5,26,"Iron IVB","Achondrite","Iron","Magmatic","Siderite","0",1
"5794",22763,"Iron, IIIAB",6400,"Found",1953,-15,135,"Iron IIIAB","Achondrite","Iron","Magmatic","Siderite","2",0.064345060252235
"4839",16686,"L6",7464,"Found",1984,-26.33333,121,"L","Chondrite","Stony","Ordinary","L","14",0.0286088486882495
"5299.12",17986,"H4",1926,"Found",1960,46.5,30.76667,"H","Chondrite","Stony","Ordinary","H","0",1
"4611",14652,"H5",50000,"Fell",1813,52.56667,-8.78333,"H","Chondrite","Stony","Ordinary","H","2",0.064345060252235
"4051.6",11904,"L5",2420,"Fell",1825,21.3,-157.86667,"L","Chondrite","Stony","Ordinary","L","0",1
"4898.8",16754,"H4/5",7100,"Found",1925,-44.81667,171.13333,"H","Chondrite","Stony","Ordinary","H","0",1
"3348",10059,"Mesosiderite-A3/4",320000,"Fell",1879,43.41667,-94.83333,"Mesosiderite","Achondrite","Stony-Iron","Mesosiderite",NA,"2",0.064345060252235
"4949.15",16844,"L6",4610,"Found",1880,-34.1,18.46667,"L","Chondrite","Stony","Ordinary","L","0",1
"3467.2",10841,"Iron, IVA",2700,"Found",1979,31.61111,-99.90417,"Iron IVA","Achondrite","Iron","Magmatic","Siderite","2",0.064345060252235
"4017.7",11869,"H5",3500,"Fell",1922,55.46667,13.78333,"H","Chondrite","Stony","Ordinary","H","0",1
"787.2",5164,"L6",38750,"Found",1971,-29.62917,116.48222,"L","Chondrite","Stony","Ordinary","L","2",0.064345060252235
"5294.5",17977,"LL6",179,"Found",1962,-39.06667,146.35,"LL","Chondrite","Stony","Ordinary","LL","0",1
"3290.8",7815,"Iron, ungrouped",2405,"Found",1921,26.28333,34.25,"Iron","Achondrite","Iron",NA,NA,"0",1
"4882.15",16738,"L6",8887.5,"Fell",1930,-40.975,145.6,"L","Chondrite","Stony","Ordinary","L","0",1
"5632.9",22585,"Iron, IVA",10000,"Fell",1919,-6.73333,111.36667,"Iron IVA","Achondrite","Iron","Magmatic","Siderite","0",1
"6666.6",24053,"H",357.4,"Fell",1950,58.47333,8.86667,"H","Chondrite","Stony","Ordinary","H","0",1
"7945.10",45977,"H5",17226,"Fell",1977,25.37,-97.37,"H","Chondrite","Stony","Ordinary","H","0",1
"3239.13",7758,"Mesosiderite-A1",188,"Fell",1933,-3,151,"Mesosiderite","Achondrite","Stony-Iron","Mesosiderite",NA,"0",1
"4955.9",16851,"L",25.5,"Fell",1795,9.33333,80.83333,"L","Chondrite","Stony","Ordinary","L","0",1
"3327.15",10035,"Iron, ungrouped",19000,"Found",1940,53.1,7.2,"Iron","Achondrite","Iron",NA,NA,"0",1
"4812.10",15495,"L5",2405,"Fell",1955,38.18333,15.56667,"L","Chondrite","Stony","Ordinary","L","0",1
"7945.11",45977,"H5",17226,"Fell",1977,25.37,-97.37,"H","Chondrite","Stony","Ordinary","H","0",1
"777.1",5151,"H3.7",40960,"Found",1937,33.21667,-102.18333,"H","Chondrite","Stony","Ordinary","H","2",0.064345060252235
"5302.11",17989,"L6",6000,"Fell",1855,58.5,23,"L","Chondrite","Stony","Ordinary","L","0",1
"6987",30402,"LL6",76,"Found",1973,20.25,-12.68333,"LL","Chondrite","Stony","Ordinary","LL","14",0.0286088486882495
"4651.10",14708,"L6",25,"Fell",1894,38,-0.83333,"L","Chondrite","Stony","Ordinary","L","0",1
"5021.1",16920,"Iron",18000,"Found",1934,35.96667,-77.96667,"Iron","Achondrite","Iron",NA,NA,"1",0.0294975764627465
"1008",5404,"Iron, IIE",134000,"Found",1912,37.43333,-3.65,"Iron IIE","Achondrite","Iron","Non-magmatic","Primative","1",0.0294975764627465
"4530.9",12436,"L6",2750,"Found",1961,-37.75,140.3,"L","Chondrite","Stony","Ordinary","L","0",1
"4352.9",12245,"H5",1630,"Fell",1908,-7,115.5,"H","Chondrite","Stony","Ordinary","H","0",1
"4179",12040,"L3.5",31500,"Found",1931,40.25,-110.08333,"L","Chondrite","Stony","Ordinary","L","2",0.064345060252235
"459.7",470,"Iron, IAB-sHL",4100,"Found",1887,44.65,-87.46667,"Iron IAB","Achondrite","Iron","Non-magmatic","Primative","0",1
"4821.11",16633,"Iron",34,"Found",1960,44.75,-79.88333,"Iron","Achondrite","Iron",NA,NA,"0",1
"6853.1",24233,"Mesosiderite",367,"Found",1978,35.26667,104.31667,"Mesosiderite","Achondrite","Stony-Iron","Mesosiderite",NA,"2",0.064345060252235
"6605.1",23982,"L6",3.8,"Found",1978,-31.56667,127.8,"L","Chondrite","Stony","Ordinary","L","2",0.064345060252235
"4812.11",15495,"L5",2405,"Fell",1955,38.18333,15.56667,"L","Chondrite","Stony","Ordinary","L","0",1
"4882.16",16738,"L6",8887.5,"Fell",1930,-40.975,145.6,"L","Chondrite","Stony","Ordinary","L","0",1
"613.1",4954,"L5",44000,"Fell",1965,52.56528,-1.33972,"L","Chondrite","Stony","Ordinary","L","1",0.0294975764627465
"4689.9",14749,"Iron, IIIAB",20500,"Found",1885,17.9,-77.63333,"Iron IIIAB","Achondrite","Iron","Magmatic","Siderite","0",1
"4531.1",12437,"L6",23400,"Found",1919,-31,118.5,"L","Chondrite","Stony","Ordinary","L","2",0.064345060252235
"9393.1",55758,"LL3.1",5025,"Found",1960,35.833333,-98.4,"LL","Chondrite","Stony","Ordinary","LL","1",0.0294975764627465
"4426.12",12328,"CM2",164,"Found",1968,64.45,27.56667,"CM","Chondrite","Stony","Carbonaceous","CM-CO","0",1
"596.8",4944,"OC",367,"Fell",1704,41.36667,2.16667,"Chondrite","Chondrite","Stony",NA,NA,"0",1
"7946.10",45978,"Iron, ungrouped",8200,"Found",1981,-8.65,115.21667,"Iron","Achondrite","Iron",NA,NA,"0",1
"3288",7813,"H5",30250,"Found",1905,-38.68333,-61.1,"H","Chondrite","Stony","Ordinary","H","2",0.064345060252235
"4018.8",11870,"L3.7-6",6100,"Fell",1910,27.33333,35.66667,"L","Chondrite","Stony","Ordinary","L","0",1
"6655.1",24037,"OC",2000,"Fell",1824,51.73333,102.53333,"Chondrite","Chondrite","Stony",NA,NA,"8",0.0565394577591197
"633",4993,"H5",794,"Fell",1949,53.01667,-4.1,"H","Chondrite","Stony","Ordinary","H","2",0.064345060252235
"5410.8",18118,"Iron",12,"Fell",1922,38.13333,14.96667,"Iron","Achondrite","Iron",NA,NA,"0",1
"5888.2",23165,"L6",5500,"Fell",1924,-33.9,-61.7,"L","Chondrite","Stony","Ordinary","L","2",0.064345060252235
"4581.8",12757,"Iron",3.3,"Found",1904,-40.73333,146.96667,"Iron","Achondrite","Iron",NA,NA,"0",1
"6653.1",24035,"H5",1214.5,"Found",1962,41.11667,-89.80833,"H","Chondrite","Stony","Ordinary","H","2",0.064345060252235
"5658.8",22613,"H5",103.3,"Found",1960,50.94,-96.99167,"H","Chondrite","Stony","Ordinary","H","0",1
"3405",10129,"L6",47.3,"Found",1977,-30.63333,128.125,"L","Chondrite","Stony","Ordinary","L","2",0.064345060252235
"3591.1",11436,"L6",367,"Fell",1983,24.1,105,"L","Chondrite","Stony","Ordinary","L","2",0.064345060252235
"3247",7770,"Iron, IIAB",7340,"Found",1939,53.66667,-113.41667,"Iron IIAB","Achondrite","Iron","Magmatic","Siderite","1",0.0294975764627465
"7945.12",45977,"H5",17226,"Fell",1977,25.37,-97.37,"H","Chondrite","Stony","Ordinary","H","0",1
"6850.1",24230,"Iron, IIE-an",94200,"Found",1924,-32.26667,139.86667,"Iron IIE","Achondrite","Iron","Non-magmatic","Primative","2",0.064345060252235
"3381.1",10105,"OC",492,"Found",1978,34.29833,-101.68333,"Chondrite","Chondrite","Stony",NA,NA,"2",0.064345060252235
"459.8",470,"Iron, IAB-sHL",4100,"Found",1887,44.65,-87.46667,"Iron IAB","Achondrite","Iron","Non-magmatic","Primative","0",1
"5640",22593,"L6",3332,"Fell",1929,28.2,76.66667,"L","Chondrite","Stony","Ordinary","L","1",0.0294975764627465
"5525",18895,"L",7.7,"Found",1944,34.4,-106.85,"L","Chondrite","Stony","Ordinary","L","13",0.0166285644122995
"6761.9",24154,"LL6",1932,"Fell",1876,46.15,32.83333,"LL","Chondrite","Stony","Ordinary","LL","0",1
"5008.9",16907,"H6",529,"Fell",1984,32.11667,121.8,"H","Chondrite","Stony","Ordinary","H","0",1
"4955.10",16851,"L",25.5,"Fell",1795,9.33333,80.83333,"L","Chondrite","Stony","Ordinary","L","0",1
"5527.14",18897,"L",66,"Found",1973,29.9,-112.68333,"L","Chondrite","Stony","Ordinary","L","0",1
"5073.1",16978,"Ureilite-pmict",173,"Found",1975,-31.08333,138.3,"Ureilite","Achondrite","Stony","Primitive or asteroidal",NA,"2",0.064345060252235
"9701.5",56566,"Iron, IAB-ung",732,"Found",1979,42.318,-90.221,"Iron IAB","Achondrite","Iron","Non-magmatic","Primative","0",1
"671.9",5039,"L6",100,"Fell",1893,20.83333,71.46667,"L","Chondrite","Stony","Ordinary","L","0",1
"5370.14",18072,"H6",515,"Fell",1910,17.74333,120.45583,"H","Chondrite","Stony","Ordinary","H","0",1
"596.9",4944,"OC",367,"Fell",1704,41.36667,2.16667,"Chondrite","Chondrite","Stony",NA,NA,"0",1
"6822",24212,"Iron, IVB",56930,"Found",1963,-26.28333,126.66667,"Iron IVB","Achondrite","Iron","Magmatic","Siderite","2",0.064345060252235
"4881",16737,"H5",3520,"Fell",1810,52.45,-8.33333,"H","Chondrite","Stony","Ordinary","H","2",0.064345060252235
"5020.14",16919,"LL6",375,"Found",1907,59.18333,12.21667,"LL","Chondrite","Stony","Ordinary","LL","0",1
"5817",22787,"L5",50,"Found",1866,39.61667,-85.45,"L","Chondrite","Stony","Ordinary","L","1",0.0294975764627465
"6424.11",23739,"H4/5",48000,"Found",1987,46.4,30.8,"H","Chondrite","Stony","Ordinary","H","0",1
"2173",6602,"Iron, IIC",11200,"Found",1984,51.41667,51.96667,"Iron IIC","Achondrite","Iron","Magmatic","Siderite","2",0.064345060252235
"4486.1",12389,"L6",7780,"Found",1965,29.975,-97.86667,"L","Chondrite","Stony","Ordinary","L","1",0.0294975764627465
"3180.1",7649,"H4",400,"Fell",1957,-31.88333,-60.46667,"H","Chondrite","Stony","Ordinary","H","2",0.064345060252235
"6298.1",23582,"H5",3900,"Fell",1971,43.5,125.66667,"H","Chondrite","Stony","Ordinary","H","2",0.064345060252235
"596.10",4944,"OC",367,"Fell",1704,41.36667,2.16667,"Chondrite","Chondrite","Stony",NA,NA,"0",1
"502.1",2319,"Iron, IIIAB",54600,"Found",1969,53.3,126.11667,"Iron IIIAB","Achondrite","Iron","Magmatic","Siderite","8",0.0565394577591197
"876.12",5261,"Iron, IVB",136000,"Found",1793,-33.5,26,"Iron IVB","Achondrite","Iron","Magmatic","Siderite","0",1
"561",4906,"Iron, IIAB",1230,"Fell",1908,46,13.5,"Iron IIAB","Achondrite","Iron","Magmatic","Siderite","1",0.0294975764627465
"4898.9",16754,"H4/5",7100,"Found",1925,-44.81667,171.13333,"H","Chondrite","Stony","Ordinary","H","0",1
"3357",10070,"Iron, IIIAB",28800,"Found",1986,34.10139,-102.65,"Iron IIIAB","Achondrite","Iron","Magmatic","Siderite","2",0.064345060252235
"4335",12227,"L6",1900,"Fell",1908,49.86667,30.83333,"L","Chondrite","Stony","Ordinary","L","1",0.0294975764627465
"4402.1",12302,"H5",13600,"Found",1948,-33.6,136.1,"H","Chondrite","Stony","Ordinary","H","2",0.064345060252235
"3580.10",11208,"L6",8000,"Fell",1881,46.35,30.58333,"L","Chondrite","Stony","Ordinary","L","0",1
"617.1",4973,"H5",2500,"Found",1961,43.13333,-102.1,"H","Chondrite","Stony","Ordinary","H","2",0.064345060252235
"4909.2",16771,"Iron, IC",734000,"Found",1909,-29.45,119.71667,"Iron IC","Achondrite","Iron","Magmatic","Siderite","2",0.064345060252235
"1090",5494,"H4",5900,"Found",1913,40.23333,-100.83333,"H","Chondrite","Stony","Ordinary","H","1",0.0294975764627465
"930.10",5323,"H5",27900,"Found",1964,31.33333,121.66667,"H","Chondrite","Stony","Ordinary","H","0",1
"3622.5",11467,"OC",1320,"Fell",1930,35,127.5,"Chondrite","Chondrite","Stony",NA,NA,"0",1
"876.13",5261,"Iron, IVB",136000,"Found",1793,-33.5,26,"Iron IVB","Achondrite","Iron","Magmatic","Siderite","0",1
"6915.7",24330,"Iron, IAB-ung",48200,"Found",1953,42.34667,-90.1675,"Iron IAB","Achondrite","Iron","Non-magmatic","Primative","0",1
"6211.3",23494,"H5",1192.7,"Found",1976,32.71667,-102.65,"H","Chondrite","Stony","Ordinary","H","2",0.064345060252235
"6822.1",24212,"Iron, IVB",56930,"Found",1963,-26.28333,126.66667,"Iron IVB","Achondrite","Iron","Magmatic","Siderite","2",0.064345060252235
"3219.12",7736,"L3-6",1900,"Fell",1951,42.45833,18.44167,"L","Chondrite","Stony","Ordinary","L","0",1
"2166.1",6592,"H4",228,"Found",1986,29.58333,11.78333,"H","Chondrite","Stony","Ordinary","H","14",0.0286088486882495
"5410.9",18118,"Iron",12,"Fell",1922,38.13333,14.96667,"Iron","Achondrite","Iron",NA,NA,"0",1
"6715.2",24107,"L6",271.8,"Found",1970,-29.96667,120.6,"L","Chondrite","Stony","Ordinary","L","2",0.064345060252235
"9.12",10,"Acapulcoite",1914,"Fell",1976,16.88333,-99.9,"Acapulcoite","Achondrite","Stony","Primitive",NA,"0",1
"6666.7",24053,"H",357.4,"Fell",1950,58.47333,8.86667,"H","Chondrite","Stony","Ordinary","H","0",1
"6907",24321,"H5",22,"Fell",1918,-26,30,"H","Chondrite","Stony","Ordinary","H","2",0.064345060252235
"3400",10124,"H5",97.7,"Found",1967,-30.81667,128.21667,"H","Chondrite","Stony","Ordinary","H","2",0.064345060252235
"6666.8",24053,"H",357.4,"Fell",1950,58.47333,8.86667,"H","Chondrite","Stony","Ordinary","H","0",1
"4531.2",12437,"L6",23400,"Found",1919,-31,118.5,"L","Chondrite","Stony","Ordinary","L","2",0.064345060252235
"4051.7",11904,"L5",2420,"Fell",1825,21.3,-157.86667,"L","Chondrite","Stony","Ordinary","L","0",1
"6187",23470,"H5",4600,"Found",1976,32.91722,-102.5,"H","Chondrite","Stony","Ordinary","H","2",0.064345060252235
"4811.10",15495,"L5",2405,"Fell",1955,38.18333,15.56667,"L","Chondrite","Stony","Ordinary","L","0",1
"4451.11",12351,"EH3",334,"Found",1905,-13.01667,34.2,"EH","Chondrite","Stony","Enstatite","EH-EL","0",1
"5688.2",22657,"L6",18.2,"Found",1973,33.71667,-103.65,"L","Chondrite","Stony","Ordinary","L","2",0.064345060252235
"930.11",5323,"H5",27900,"Found",1964,31.33333,121.66667,"H","Chondrite","Stony","Ordinary","H","0",1
"7982",47729,"H4",2305,"Found",1952,31.533333,8.883333,"H","Chondrite","Stony","Ordinary","H","14",0.0286088486882495
"1101",5506,"Mesosiderite-A",12200,"Found",1923,-27.71667,117.25,"Mesosiderite","Achondrite","Stony-Iron","Mesosiderite",NA,"14",0.0286088486882495
"749.11",5121,"L3",5460,"Fell",1969,54.56667,-6.33333,"L","Chondrite","Stony","Ordinary","L","0",1
"5680.1",22648,"H5",435,"Found",1941,37.08333,-101.6,"H","Chondrite","Stony","Ordinary","H","2",0.064345060252235
"5085.11",16990,"L4",283.5,"Found",1962,-37.31667,139.85,"L","Chondrite","Stony","Ordinary","L","0",1
"1074.11",5477,"L5",4255,"Fell",1902,54.61667,-6.21667,"L","Chondrite","Stony","Ordinary","L","0",1
"6.1",7,"L6",2914,"Found",1941,33.85,-101.8,"L","Chondrite","Stony","Ordinary","L","1",0.0294975764627465
"2132",6544,"L6",500,"Found",1986,29.59806,11.94028,"L","Chondrite","Stony","Ordinary","L","14",0.0286088486882495
"5577.18",22395,"H6",6.1,"Fell",1961,26.66667,50.15,"H","Chondrite","Stony","Ordinary","H","0",1
"3239.14",7758,"Mesosiderite-A1",188,"Fell",1933,-3,151,"Mesosiderite","Achondrite","Stony-Iron","Mesosiderite",NA,"0",1
"4745.1",15420,"H",50,"Found",1980,33.25,-112.05,"H","Chondrite","Stony","Ordinary","H","1",0.0294975764627465
"4192.1",12057,"Iron, IAB-MG",628000,"Found",1979,-15.58333,-50.15,"Iron IAB","Achondrite","Iron","Non-magmatic","Primative","2",0.064345060252235
"6764.13",24158,"H5",10800,"Fell",1950,56.13333,77.26667,"H","Chondrite","Stony","Ordinary","H","0",1
"754",5127,"Brachinite",202.9,"Found",1974,-31.3,138.38333,"Brachinite","Achondrite","Stony","Primitive or asteroidal",NA,"2",0.064345060252235
"6666.9",24053,"H",357.4,"Fell",1950,58.47333,8.86667,"H","Chondrite","Stony","Ordinary","H","0",1
"418",428,"H",1760,"Found",1968,28.4625,1.025,"H","Chondrite","Stony","Ordinary","H","14",0.0286088486882495
"3529.3",10938,"Ureilite",2700,"Found",1868,26.16667,90.6,"Ureilite","Achondrite","Stony","Primitive or asteroidal",NA,"0",1
"6218.1",23501,"H4",8500,"Fell",1818,41.05,23.56667,"H","Chondrite","Stony","Ordinary","H","2",0.064345060252235
"5319.1",18009,"L6",16570,"Fell",1930,52.95,8.16667,"L","Chondrite","Stony","Ordinary","L","2",0.064345060252235
"5302.12",17989,"L6",6000,"Fell",1855,58.5,23,"L","Chondrite","Stony","Ordinary","L","0",1
"3290.9",7815,"Iron, ungrouped",2405,"Found",1921,26.28333,34.25,"Iron","Achondrite","Iron",NA,NA,"0",1
"1020.1",5416,"H6",304.3,"Found",1972,-31.2,138.3,"H","Chondrite","Stony","Ordinary","H","2",0.064345060252235
"4031.12",11883,"H5",750,"Fell",1897,33.6,130.43333,"H","Chondrite","Stony","Ordinary","H","0",1
"5008.10",16907,"H6",529,"Fell",1984,32.11667,121.8,"H","Chondrite","Stony","Ordinary","H","0",1
"973.8",5372,"H4",20,"Found",1986,12.5,-137.7,"H","Chondrite","Stony","Ordinary","H","0",1
"5008.11",16907,"H6",529,"Fell",1984,32.11667,121.8,"H","Chondrite","Stony","Ordinary","H","0",1
"4698",14758,"OC",861,"Found",1976,39.11667,-98.68333,"Chondrite","Chondrite","Stony",NA,NA,"2",0.064345060252235
"3202",7717,"Iron, IIF",12600,"Found",1910,53.33333,70.06667,"Iron IIF","Achondrite","Iron","Magmatic","Siderite","2",0.064345060252235
"5020.15",16919,"LL6",375,"Found",1907,59.18333,12.21667,"LL","Chondrite","Stony","Ordinary","LL","0",1
